Id,region_code,region_name,TauxGrippe,week_year,date,saison,tminsol,nbas,n,td,ff,t,u,vv
5538,31,NORD-PAS-DE-CALAIS,107,201152,2011-12-26,Hiver,278.43571428571425,6.784313725490196,87.41071428571429,279.1928571428571,5.757142857142857,281.08035714285717,88.125,22848.214285714286
5539,52,PAYS-DE-LA-LOIRE,15,201152,2011-12-26,Hiver,277.2928571428571,5.875,80.09433962264151,280.04285714285714,4.148214285714286,281.5125,91.01785714285714,12300.0
5540,22,PICARDIE,61,201152,2011-12-26,Hiver,279.0071428571428,6.464285714285714,89.82142857142857,279.37321428571425,6.039285714285714,281.49821428571425,86.82142857142857,15190.90909090909
5541,54,POITOU-CHARENTES,28,201152,2011-12-26,Hiver,276.72142857142853,5.763198757763975,84.09423076923076,280.22767857142856,5.225,281.78839285714287,90.41964285714286,15971.607142857143
5542,93,PROVENCE-ALPES-COTE-D-AZUR,20,201152,2011-12-26,Hiver,272.12619047619046,2.084920634920635,27.021464646464647,273.9799107142857,4.212946428571429,280.41830357142857,65.72767857142857,32328.57142857143
5543,11,ILE-DE-FRANCE,73,201152,2011-12-26,Hiver,276.43571428571425,6.170212765957447,77.82142857142857,278.6392857142857,3.916071428571428,280.07142857142856,91.05357142857144,13573.214285714286
5544,82,RHONE-ALPES,66,201152,2011-12-26,Hiver,274.15,5.231643356643357,74.28406084656085,275.6544642857143,3.125892857142857,277.5776785714286,88.08035714285714,12183.928571428572
5545,42,ALSACE,79,201151,2011-12-19,Hiver,274.8642857142857,4.099766940250969,98.75,275.0857142857143,3.244642857142857,277.2875,85.92857142857143,28903.571428571428
5546,72,AQUITAINE,50,201151,2011-12-19,Hiver,275.9357142857142,6.461240310077519,83.07846889952154,279.5883928571428,2.6,281.0526785714286,91.10714285714286,16100.0
5547,83,AUVERGNE,4,201151,2011-12-19,Hiver,273.43571428571425,5.612727272727273,81.40897212543554,275.1482142857143,2.9875,277.4732142857143,85.14285714285714,19713.39285714286
5548,25,BASSE-NORMANDIE,13,201151,2011-12-19,Hiver,277.5071428571428,6.103016591251886,85.71753515301903,279.66011904761905,5.941666666666666,282.0863095238096,85.17857142857143,22219.269171688527
5549,26,BOURGOGNE,34,201151,2011-12-19,Hiver,273.15,4.099766940250969,97.65957446808513,275.4714285714286,2.8249999999999997,276.93571428571425,90.60714285714286,21398.214285714286
5550,53,BRETAGNE,70,201151,2011-12-19,Hiver,278.5071428571428,6.735858585858586,88.69624125874125,280.31530844155844,5.344805194805195,283.04510551948056,83.73027597402597,20503.480894105895
5551,24,CENTRE,36,201151,2011-12-19,Hiver,277.36428571428564,6.538461538461538,89.61213235294117,278.8223214285714,2.932142857142857,280.3375,90.33928571428572,19090.178571428572
5552,21,CHAMPAGNE-ARDENNE,13,201151,2011-12-19,Hiver,275.43571428571425,5.75,83.39285714285714,277.225,4.555357142857143,279.12142857142857,87.76785714285714,15483.92857142857
5553,94,CORSE,21,201151,2011-12-19,Hiver,274.22142857142853,2.490625,30.402462121212125,274.4607142857143,3.4633928571428574,281.1205357142857,65.15178571428571,30120.535714285714
5554,43,FRANCHE-COMTE,0,201151,2011-12-19,Hiver,274.0071428571428,6.325581395348837,89.9074074074074,274.8464285714286,3.128571428571429,276.70714285714286,87.71428571428571,18173.214285714286
5555,23,HAUTE-NORMANDIE,22,201151,2011-12-19,Hiver,274.57857142857137,6.384615384615385,92.74509803921568,278.625,4.526785714285714,279.98035714285714,91.375,25037.5
5556,91,LANGUEDOC-ROUSSILLON,74,201151,2011-12-19,Hiver,278.0071428571428,3.686263736263736,52.87105263157895,275.46875,5.920535714285714,283.35803571428573,59.46428571428571,47142.857142857145
5557,74,LIMOUSIN,77,201151,2011-12-19,Hiver,276.0071428571428,5.92,89.02,277.63545454545454,2.6690909090909094,278.7754545454545,92.58181818181818,15516.363636363636
5558,41,LORRAINE,32,201151,2011-12-19,Hiver,273.8642857142857,4.099766940250969,99.0,275.6607142857143,4.348214285714286,276.7607142857143,92.57142857142856,26287.272727272728
5559,73,MIDI-PYRENEES,38,201151,2011-12-19,Hiver,274.74999999999994,5.898733267276719,73.50405982905983,277.13107142857143,3.860714285714286,279.1317857142857,87.55,17508.214285714283
5560,31,NORD-PAS-DE-CALAIS,0,201151,2011-12-19,Hiver,277.0071428571428,6.222222222222222,88.75,277.9642857142857,5.164285714285714,279.73035714285714,88.71428571428571,22417.85714285714
5561,52,PAYS-DE-LA-LOIRE,30,201151,2011-12-19,Hiver,276.2928571428571,5.454545454545454,78.54545454545455,280.1517857142857,2.9107142857142856,281.9160714285714,89.0,18333.928571428572
5562,22,PICARDIE,32,201151,2011-12-19,Hiver,277.57857142857137,5.785714285714286,84.82142857142857,278.4017857142857,5.144642857142857,280.5,86.69642857142857,18321.428571428572
5563,54,POITOU-CHARENTES,11,201151,2011-12-19,Hiver,277.0071428571428,6.327500000000001,85.75882352941177,280.06517857142853,4.635714285714285,282.15267857142857,87.32142857142857,18213.75
5564,93,PROVENCE-ALPES-COTE-D-AZUR,42,201151,2011-12-19,Hiver,272.5785714285714,2.251578282828283,26.234993997599037,271.565625,5.412946428571429,279.3950892857143,60.20089285714286,37309.17366946779
5565,11,ILE-DE-FRANCE,26,201151,2011-12-19,Hiver,275.43571428571425,5.826923076923077,82.60714285714286,278.43571428571425,3.6553571428571425,280.06428571428575,89.76785714285714,18128.571428571428
5566,82,RHONE-ALPES,69,201151,2011-12-19,Hiver,275.22142857142853,4.9754901960784315,67.91077441077441,275.34285714285716,3.8294642857142858,278.3955357142857,81.79464285714286,17853.571428571428
5567,42,ALSACE,21,201150,2011-12-12,Hiver,275.43571428571425,4.099766940250969,96.59574468085108,275.2642857142857,5.439285714285715,278.96785714285716,77.71428571428571,45375.0
5568,72,AQUITAINE,45,201150,2011-12-12,Hiver,278.7928571428571,6.115384615384615,88.25462962962962,279.26375,4.4779707792207795,282.28904220779225,82.41672077922078,26451.396103896102
5569,83,AUVERGNE,13,201150,2011-12-12,Hiver,273.50714285714287,5.0697439353099725,79.71901260504202,274.02678571428567,5.1553571428571425,278.15625,75.27678571428572,22436.2012987013
5570,25,BASSE-NORMANDIE,11,201150,2011-12-12,Hiver,276.22142857142853,5.055802469135802,73.50714285714285,276.46908263305323,8.246043417366947,280.1361344537815,78.06652661064426,24134.761904761905
5571,26,BOURGOGNE,10,201150,2011-12-12,Hiver,274.72142857142853,4.099766940250969,96.22222222222224,275.85,6.1018181818181825,278.57545454545453,82.89090909090909,43647.27272727273
5572,53,BRETAGNE,75,201150,2011-12-12,Hiver,277.07857142857137,5.920399411908846,83.39851702351703,277.6796389751553,8.623241758241758,281.3419060559006,78.42818322981367,19852.02922077922
5573,24,CENTRE,71,201150,2011-12-12,Hiver,277.2928571428571,5.513392857142858,81.18055555555556,277.44910714285714,6.1607142857142865,280.0919642857143,83.66071428571428,25650.892857142855
5574,21,CHAMPAGNE-ARDENNE,65,201150,2011-12-12,Hiver,276.2928571428571,5.678571428571429,77.85714285714286,276.28214285714284,8.198214285714286,279.3178571428571,81.28571428571429,19835.714285714286
5575,94,CORSE,21,201150,2011-12-12,Hiver,279.5785714285714,3.2040618955512574,63.19415266106442,277.9741071428572,4.799107142857142,285.2446428571429,63.65178571428571,27107.142857142855
5576,43,FRANCHE-COMTE,27,201150,2011-12-12,Hiver,273.43571428571425,5.428571428571429,88.20754716981132,275.4660714285714,4.898214285714286,278.6357142857143,80.80357142857143,24382.14285714286
5577,23,HAUTE-NORMANDIE,0,201150,2011-12-12,Hiver,275.2928571428571,5.304347826086956,84.48979591836735,276.85714285714283,6.519642857142857,278.6035714285714,88.83928571428571,31107.14285714286
5578,91,LANGUEDOC-ROUSSILLON,101,201150,2011-12-12,Hiver,276.22142857142853,2.826143790849674,59.000447227191415,276.2991071428571,4.59375,281.92857142857144,69.69642857142857,37508.92857142857
5579,74,LIMOUSIN,93,201150,2011-12-12,Hiver,276.43571428571425,6.107142857142857,89.63461538461539,277.0857142857143,5.4696428571428575,278.68392857142857,89.73214285714286,27955.35714285714
5580,41,LORRAINE,12,201150,2011-12-12,Hiver,275.72142857142853,4.0,96.36363636363636,275.56964285714287,7.825,277.50178571428575,87.60714285714286,36861.53846153846
5581,73,MIDI-PYRENEES,32,201150,2011-12-12,Hiver,275.4071428571428,4.730237154150197,82.97925331748861,276.43238797428984,4.531669790586771,279.4389668256272,82.27039228695833,21102.953335972205
5582,31,NORD-PAS-DE-CALAIS,118,201150,2011-12-12,Hiver,276.43571428571425,5.509090909090909,79.63636363636364,276.31964285714287,6.8,278.3875,86.75,26125.0
5583,52,PAYS-DE-LA-LOIRE,3,201150,2011-12-12,Hiver,276.72142857142853,4.458333333333333,65.56603773584905,278.3964285714286,5.842592592592593,281.16964285714283,83.28571428571429,21710.714285714286
5584,22,PICARDIE,0,201150,2011-12-12,Hiver,276.72142857142853,5.461538461538462,70.71428571428571,276.29464285714283,6.9053571428571425,278.86785714285713,83.82142857142857,18803.571428571428
5585,54,POITOU-CHARENTES,0,201150,2011-12-12,Hiver,277.15,4.6792592592592595,74.0249042145594,279.03214285714284,9.420535714285714,282.36785714285713,80.45535714285714,22350.49261083744
5586,93,PROVENCE-ALPES-COTE-D-AZUR,27,201150,2011-12-12,Hiver,276.1023809523809,3.2135084427767353,56.07148407148407,274.258474025974,5.656452922077922,281.3262743506493,63.55113636363636,34559.532584532586
5587,11,ILE-DE-FRANCE,48,201150,2011-12-12,Hiver,276.57857142857137,4.653846153846154,68.61111111111111,277.0517857142857,6.4053571428571425,279.6196428571429,84.25,22678.571428571428
5588,82,RHONE-ALPES,85,201150,2011-12-12,Hiver,275.0785714285714,4.685309973045822,76.51785714285714,275.52857142857147,3.6330357142857146,279.7892857142857,75.41071428571428,24830.357142857145
5589,42,ALSACE,26,201149,2011-12-05,Hiver,275.43571428571425,4.099766940250969,97.8409090909091,275.82142857142856,4.258928571428571,279.15535714285716,79.96428571428571,39901.78571428572
5590,72,AQUITAINE,42,201149,2011-12-05,Hiver,280.36428571428564,6.60377358490566,90.32954545454544,282.04398148148147,2.81276455026455,283.9857804232804,88.43981481481481,20985.05291005291
5591,83,AUVERGNE,56,201149,2011-12-05,Hiver,276.43571428571425,5.642222222222222,84.53571428571428,277.0419642857143,2.6401785714285717,280.59464285714284,78.95535714285714,28246.428571428572
5592,25,BASSE-NORMANDIE,7,201149,2011-12-05,Hiver,275.50714285714287,5.546444468969576,81.67023950154032,277.7455357142857,4.437646103896104,279.8982142857143,86.41071428571428,21008.117176409854
5593,26,BOURGOGNE,28,201149,2011-12-05,Hiver,276.57857142857137,4.099766940250969,98.46938775510203,278.0263636363636,3.985454545454546,280.32454545454544,85.61818181818182,39134.545454545456
5594,53,BRETAGNE,51,201149,2011-12-05,Hiver,276.43571428571425,6.066744867059332,86.62847462198877,279.38705357142857,5.628125,282.3392857142857,82.36160714285714,20421.087432614557
5595,24,CENTRE,28,201149,2011-12-05,Hiver,278.43571428571425,5.902298850574713,88.58960328317373,279.8669642857143,4.0964285714285715,281.74732142857147,88.26785714285714,22820.535714285714
5596,21,CHAMPAGNE-ARDENNE,58,201149,2011-12-05,Hiver,276.0071428571428,5.148148148148148,79.28571428571429,277.50714285714287,5.398214285714286,279.76964285714286,85.75,16366.07142857143
5597,94,CORSE,19,201149,2011-12-05,Hiver,281.36428571428564,3.647195357833656,70.85714285714286,280.70000000000005,3.1348214285714286,287.1955357142857,66.69642857142857,24544.642857142855
5598,43,FRANCHE-COMTE,50,201149,2011-12-05,Hiver,276.8642857142857,5.7272727272727275,88.79629629629629,277.375,4.057142857142857,280.08035714285717,83.48214285714286,24428.571428571428
5599,23,HAUTE-NORMANDIE,9,201149,2011-12-05,Hiver,274.2928571428571,5.92,88.8,277.8803571428571,4.501785714285714,279.00714285714287,92.64285714285714,27062.5
5600,91,LANGUEDOC-ROUSSILLON,35,201149,2011-12-05,Hiver,278.9357142857142,2.942454268292683,62.79829545454545,279.3185478436658,3.688982479784367,284.2936994609164,73.05896226415095,41497.59862778731
5601,74,LIMOUSIN,101,201149,2011-12-05,Hiver,279.0071428571428,6.857142857142857,96.0,280.44642857142856,3.2803571428571425,281.2375,94.85714285714286,17628.571428571428
5602,41,LORRAINE,15,201149,2011-12-05,Hiver,275.2928571428571,6.25,97.5,276.2574074074074,5.12037037037037,277.9203703703704,89.12962962962963,40518.8679245283
5603,73,MIDI-PYRENEES,11,201149,2011-12-05,Hiver,277.1785714285714,4.952878075018522,76.6010101010101,278.9175,2.888571428571429,281.72535714285715,83.56071428571428,21635.264550264554
5604,31,NORD-PAS-DE-CALAIS,83,201149,2011-12-05,Hiver,273.43571428571425,3.9069767441860463,52.589285714285715,275.1625,5.3,278.56607142857143,79.57142857142857,36589.28571428572
5605,52,PAYS-DE-LA-LOIRE,9,201149,2011-12-05,Hiver,277.2928571428571,5.520833333333333,84.0909090909091,280.68392857142857,3.210714285714286,282.2839285714286,90.05357142857143,17075.0
5606,22,PICARDIE,23,201149,2011-12-05,Hiver,277.2928571428571,5.0,80.35714285714286,276.4754545454545,5.9781818181818185,280.1209090909091,78.2,22323.636363636364
5607,54,POITOU-CHARENTES,0,201149,2011-12-05,Hiver,279.57857142857137,6.284117647058824,90.63141025641023,282.1276785714286,5.636607142857143,284.13125,87.86607142857143,20776.5873015873
5608,93,PROVENCE-ALPES-COTE-D-AZUR,26,201149,2011-12-05,Hiver,275.54682539682534,2.047323436797121,45.52380952380952,276.7553571428572,5.188839285714286,282.73616071428575,68.04910714285714,32846.72619047619
5609,11,ILE-DE-FRANCE,55,201149,2011-12-05,Hiver,275.0071428571428,4.326923076923077,71.01851851851852,277.98214285714283,4.107142857142857,279.7142857142857,89.125,20751.785714285714
5610,82,RHONE-ALPES,94,201149,2011-12-05,Hiver,277.0071428571428,4.634097035040432,74.75892857142857,278.0232142857143,1.8964285714285711,280.8178571428572,83.38392857142858,19000.0
5611,42,ALSACE,22,201148,2011-11-28,Automne,274.43571428571425,4.099766940250969,97.1304347826087,278.01785714285717,2.960714285714286,280.38928571428573,85.67857142857143,23853.571428571428
5612,72,AQUITAINE,75,201148,2011-11-28,Automne,277.86428571428564,5.156862745098039,89.9971590909091,280.1848214285714,2.939285714285714,282.9785714285714,84.46428571428572,21528.571428571428
5613,83,AUVERGNE,59,201148,2011-11-28,Automne,275.2928571428571,3.748911465892598,78.35257985257985,277.6071428571429,2.873214285714286,281.06964285714287,79.90178571428572,24625.892857142855
5614,25,BASSE-NORMANDIE,3,201148,2011-11-28,Automne,277.0071428571428,5.70556965750653,84.72479560930064,280.92953728661274,6.251044474393531,283.08922955974845,86.89824797843666,16506.983159117306
5615,26,BOURGOGNE,21,201148,2011-11-28,Automne,276.8642857142857,3.0,98.0625,279.6333333333333,3.718518518518519,281.09814814814814,90.87037037037037,14274.074074074077
5616,53,BRETAGNE,167,201148,2011-11-28,Automne,279.00714285714287,5.7445683247570045,83.34419697830823,281.97323863636365,6.492708333333334,284.46614448051946,85.30357142857143,19224.478680361033
5617,24,CENTRE,10,201148,2011-11-28,Automne,279.00714285714287,5.3032258064516125,92.39137214137214,280.93482142857147,3.875,282.59107142857147,89.86607142857143,15217.857142857143
5618,21,CHAMPAGNE-ARDENNE,24,201148,2011-11-28,Automne,276.0071428571428,5.62962962962963,85.55555555555556,279.50357142857143,4.5625,281.61607142857144,87.10714285714286,14033.92857142857
5619,94,CORSE,14,201148,2011-11-28,Automne,280.2928571428571,2.7256410256410257,43.61607142857143,281.84375,2.724107142857143,286.2267857142857,75.75,24285.714285714286
5620,43,FRANCHE-COMTE,114,201148,2011-11-28,Automne,274.15,4.511111111111111,83.49056603773585,277.9267857142857,2.5142857142857147,280.31964285714287,85.39285714285714,12892.857142857143
5621,23,HAUTE-NORMANDIE,22,201148,2011-11-28,Automne,275.43571428571425,5.833333333333333,86.6875,280.4160714285714,5.175,281.3410714285714,94.10714285714286,19132.14285714286
5622,91,LANGUEDOC-ROUSSILLON,52,201148,2011-11-28,Automne,278.9357142857142,3.4456521739130435,68.91904761904762,280.88227513227514,3.100198412698413,284.6950396825397,78.66600529100529,26019.708994708995
5623,74,LIMOUSIN,81,201148,2011-11-28,Automne,278.43571428571425,4.913043478260869,88.04081632653062,279.9517857142857,3.7285714285714286,281.50357142857143,90.5,15158.035714285714
5624,41,LORRAINE,46,201148,2011-11-28,Automne,276.2928571428571,5.0,98.64102564102564,279.04818181818183,5.094545454545455,280.8263636363636,89.2,18809.43396226415
5625,73,MIDI-PYRENEES,6,201148,2011-11-28,Automne,275.43571428571425,3.478730670549892,70.8505981136416,278.23821428571426,2.412857142857143,281.13142857142856,83.6107142857143,20270.168507016333
5626,31,NORD-PAS-DE-CALAIS,126,201148,2011-11-28,Automne,276.43571428571425,5.3,70.71428571428571,279.0,5.435714285714285,280.8642857142857,88.33928571428571,20537.5
5627,52,PAYS-DE-LA-LOIRE,0,201148,2011-11-28,Automne,278.2928571428571,5.531914893617022,82.51851851851852,282.62678571428575,4.085714285714286,284.0267857142857,91.53571428571428,14294.642857142857
5628,22,PICARDIE,10,201148,2011-11-28,Automne,278.0071428571428,4.96,75.37037037037037,279.8375,5.305357142857143,281.6482142857143,88.75,17390.74074074074
5629,54,POITOU-CHARENTES,78,201148,2011-11-28,Automne,279.43571428571425,5.722222222222222,85.25420168067227,282.2962012987013,5.557142857142857,284.41071428571433,88.45194805194805,17271.428571428572
5630,93,PROVENCE-ALPES-COTE-D-AZUR,64,201148,2011-11-28,Automne,277.9595238095238,3.691760601180891,66.36726120059454,280.2861607142857,3.328125,284.2142857142857,77.72767857142857,23408.075933075932
5631,11,ILE-DE-FRANCE,29,201148,2011-11-28,Automne,276.0071428571428,4.962264150943396,81.26785714285714,280.18035714285713,4.019642857142857,281.7839285714286,90.16071428571428,16021.42857142857
5632,82,RHONE-ALPES,43,201148,2011-11-28,Automne,277.3047619047619,4.196428571428571,81.02777777777777,279.8716720779221,2.9002597402597403,282.8109577922078,82.67711038961039,17073.084415584417
5633,42,ALSACE,14,201147,2011-11-21,Automne,272.72142857142853,4.099766940250969,100.48936170212764,274.87321428571425,1.4017857142857142,275.9107142857143,93.21428571428572,4901.785714285715
5634,72,AQUITAINE,17,201147,2011-11-21,Automne,277.72142857142853,5.647222222222222,84.97652885443583,280.7973214285714,1.7875,282.0178571428571,92.82142857142858,7726.785714285714
5635,83,AUVERGNE,21,201147,2011-11-21,Automne,272.43571428571425,3.216485507246377,58.933928571428574,276.63214285714287,1.2464285714285714,279.45178571428573,83.75,21415.178571428572
5636,25,BASSE-NORMANDIE,0,201147,2011-11-21,Automne,275.5785714285714,4.539634146341464,76.2560606060606,280.9464285714286,3.8892857142857142,283.06607142857143,87.33928571428571,12129.930254930254
5637,26,BOURGOGNE,50,201147,2011-11-21,Automne,274.43571428571425,4.099766940250969,99.88235294117646,277.1827272727273,1.8,278.7990909090909,90.07272727272728,8341.818181818182
5638,53,BRETAGNE,26,201147,2011-11-21,Automne,277.5071428571428,4.953812636165577,78.23520746682512,282.0825892857143,3.4388392857142858,284.2450892857143,87.06696428571428,13518.329831932771
5639,24,CENTRE,33,201147,2011-11-21,Automne,278.4357142857142,5.798076923076923,87.40441906653426,280.49285714285713,1.7776785714285714,281.9267857142857,91.3125,8296.875
5640,21,CHAMPAGNE-ARDENNE,50,201147,2011-11-21,Automne,274.72142857142853,5.739130434782608,77.64285714285714,277.87857142857143,2.0375,279.1303571428571,92.07142857142856,6085.714285714285
5641,94,CORSE,14,201147,2011-11-21,Automne,282.22142857142853,3.2509469696969697,48.0230795148248,282.8178571428572,3.149107142857143,286.75625,77.9375,23334.821428571428
5642,43,FRANCHE-COMTE,81,201147,2011-11-21,Automne,271.2928571428571,4.0,76.43137254901961,274.5678571428571,2.017857142857143,276.44642857142856,88.46428571428571,7667.857142857143
5643,23,HAUTE-NORMANDIE,0,201147,2011-11-21,Automne,273.8642857142857,4.428571428571429,83.95,280.24821428571425,2.933928571428571,281.025,95.10714285714286,7833.928571428572
5644,91,LANGUEDOC-ROUSSILLON,115,201147,2011-11-21,Automne,280.15,2.9111721611721615,35.74875896304468,280.7035714285714,3.2232142857142856,285.24107142857144,75.5625,28375.892857142855
5645,74,LIMOUSIN,23,201147,2011-11-21,Automne,277.65,2.65,75.64285714285714,279.2235849056604,2.077358490566038,282.19905660377356,83.15094339622641,19928.30188679245
5646,41,LORRAINE,6,201147,2011-11-21,Automne,272.57857142857137,0.0,95.2,275.99642857142857,2.0571428571428574,276.9107142857143,94.19642857142856,7460.909090909091
5647,73,MIDI-PYRENEES,5,201147,2011-11-21,Automne,276.0928571428571,3.3521345747661533,52.24441391941392,278.9379894179894,1.8413767195767192,281.4701380952381,85.33669312169312,19551.940836940837
5648,31,NORD-PAS-DE-CALAIS,68,201147,2011-11-21,Automne,275.57857142857137,4.95,81.10714285714286,279.34285714285716,3.082142857142857,280.5910714285714,92.14285714285714,9132.142857142857
5649,52,PAYS-DE-LA-LOIRE,2,201147,2011-11-21,Automne,277.43571428571425,4.511627906976744,77.34545454545454,282.61785714285713,1.7517857142857145,283.6410714285714,93.78571428571428,7878.571428571428
5650,22,PICARDIE,13,201147,2011-11-21,Automne,278.0071428571428,4.260869565217392,81.92857142857143,279.775,3.4250000000000003,281.0571428571429,91.98214285714286,8041.818181818182
5651,54,POITOU-CHARENTES,50,201147,2011-11-21,Automne,278.57857142857137,5.117408906882591,82.22855392156862,283.0156655844156,2.753733766233766,284.12733766233765,93.2926948051948,9677.678571428572
5652,93,PROVENCE-ALPES-COTE-D-AZUR,9,201147,2011-11-21,Automne,278.1023809523809,2.2977233391026495,31.017330538085258,277.58392857142854,4.258482142857143,284.94151785714286,62.848214285714285,26988.756613756617
5653,11,ILE-DE-FRANCE,23,201147,2011-11-21,Automne,276.15,5.568627450980392,80.75,280.30535714285713,2.025,281.20535714285717,94.25,6376.785714285715
5654,82,RHONE-ALPES,42,201147,2011-11-21,Automne,276.5785714285714,4.258333333333334,59.273478835978835,277.275,3.2160714285714285,280.22767857142856,82.44642857142858,8543.30357142857
5655,42,ALSACE,9,201146,2011-11-14,Automne,274.43571428571425,4.099766940250969,99.01886792452832,275.7875,1.5089285714285714,276.9678571428571,92.08928571428572,3981.25
5656,72,AQUITAINE,62,201146,2011-11-14,Automne,279.5785714285714,3.015723270440252,74.18371212121212,282.1169642857143,2.6624999999999996,285.1741071428571,82.91964285714286,21342.857142857145
5657,83,AUVERGNE,14,201146,2011-11-14,Automne,273.5904761904762,3.695238095238095,67.4325328759291,276.91802560646903,2.0325471698113207,280.92885781671157,77.42503369272237,25504.076819407008
5658,25,BASSE-NORMANDIE,7,201146,2011-11-14,Automne,274.4357142857142,2.97037947037947,52.82800023314099,279.82619047619045,3.727380952380953,282.3017857142857,85.25595238095238,15618.549280177183
5659,26,BOURGOGNE,0,201146,2011-11-14,Automne,276.15,4.099766940250969,100.40384615384616,277.3178571428571,1.1589285714285715,277.9839285714286,95.76785714285714,2807.1428571428573
5660,53,BRETAGNE,103,201146,2011-11-14,Automne,279.5071428571428,3.991730724435127,71.04082491582491,282.7580357142857,4.24575487012987,285.4732142857143,84.03571428571428,16560.324975949974
5661,24,CENTRE,75,201146,2011-11-14,Automne,277.4357142857142,2.921146953405018,59.07840722495895,279.54196428571424,3.1937499999999996,282.27678571428567,83.91071428571428,18520.535714285714
5662,21,CHAMPAGNE-ARDENNE,60,201146,2011-11-14,Automne,273.0071428571428,3.5,52.5,277.75714285714287,2.0839285714285714,280.0678571428571,86.21428571428571,9862.5
5663,94,CORSE,9,201146,2011-11-14,Automne,278.0071428571428,2.5097222222222224,36.84154793993069,279.61249999999995,2.68125,285.07142857142856,70.91071428571428,25714.285714285714
5664,43,FRANCHE-COMTE,56,201146,2011-11-14,Automne,273.43571428571425,3.952380952380953,62.924528301886795,274.8517857142857,2.157142857142857,278.1732142857143,80.58928571428571,9667.857142857143
5665,23,HAUTE-NORMANDIE,12,201146,2011-11-14,Automne,273.43571428571425,6.363636363636363,83.4,278.15,3.2160714285714285,278.5678571428571,97.33928571428572,4371.428571428572
5666,91,LANGUEDOC-ROUSSILLON,122,201146,2011-11-14,Automne,282.5071428571428,4.636507936507936,79.51666666666667,283.22767857142856,3.69375,286.4107142857143,81.75892857142857,20421.428571428572
5667,74,LIMOUSIN,5,201146,2011-11-14,Automne,280.43571428571425,2.75,67.5,279.3892857142857,2.9267857142857143,284.1642857142857,73.39285714285714,38875.0
5668,41,LORRAINE,10,201146,2011-11-14,Automne,274.72142857142853,7.571428571428571,99.71739130434784,276.7,1.9589285714285716,277.36785714285713,96.01785714285714,5875.925925925926
5669,73,MIDI-PYRENEES,5,201146,2011-11-14,Automne,278.52142857142854,2.845964573268921,59.49657809983896,280.5907142857143,3.142857142857143,284.2185714285714,79.675,26177.398205659072
