Id,week,region_code,region_name,TauxGrippe,week_year,tend,dd,ff,t,td,u,vv,n,nbas,hbas,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,tw,raf10,rafper,per,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24
5533,201152,23,HAUTE-NORMANDIE,53,201152,-50.0,215.71428571428572,4.919642857142857,280.1142857142857,279.1607142857143,93.96428571428571,17808.928571428572,89.18367346938776,6.391304347826087,462.0,100621.60714285714,,,,277.9785714285714,,282.0142857142857,,275.72142857142853,,15.4,8.433928571428572,-10.0,0.0,0.0,-45.6,0.20714285714285713,0.6428571428571429,1.2142857142857142,2.257142857142857,4.514285714285714
5534,201152,91,LANGUEDOC-ROUSSILLON,95,201152,-27.741883116883116,245.71428571428572,5.3375,282.68482142857147,276.6598214285714,67.86607142857143,45035.71428571428,38.08700980392157,1.8398617511520738,2949.242424242424,102584.82142857142,,,,279.1428571428571,,285.425,,276.86428571428564,,17.669444444444444,9.185714285714287,-10.0,0.0,0.0,-54.0,0.0,0.0,0.0,0.0,0.0
5535,201152,74,LIMOUSIN,108,201152,-36.25,195.71428571428572,3.294642857142857,279.7982142857143,278.0875,89.78571428571429,17080.35714285714,83.8695652173913,4.884615384615385,1618.6046511627908,98096.96428571429,,,,277.52142857142854,,281.2857142857143,,276.15,,,6.310714285714285,-10.0,0.0,0.0,-44.44444444444444,0.19642857142857142,0.7000000000000001,1.5999999999999999,2.7857142857142856,5.371428571428571
5536,201152,41,LORRAINE,71,201152,-41.607142857142854,201.07142857142858,4.273214285714286,278.7714285714286,277.65714285714284,92.73214285714286,26853.571428571428,99.27777777777777,,440.0,98439.10714285714,,,,277.04285714285714,,279.7785714285714,,276.57857142857137,,,7.483928571428572,-10.0,0.0,0.0,-60.0,0.13571428571428573,0.4178571428571428,0.8571428571428571,1.5571428571428572,3.042857142857143
5537,201152,73,MIDI-PYRENEES,23,201152,-31.21428571428571,212.92857142857142,3.37,279.69,276.7089285714286,82.72857142857143,22374.378881987577,57.51763740771124,4.61484756221329,2340.2519790524902,98526.5,,,,276.40714285714284,,282.0671428571428,,274.40714285714284,,16.37777777777778,6.464642857142858,-10.0,0.0,0.0,-44.962732919254655,0.07357142857142858,0.22714285714285715,0.32,0.9257142857142856,1.8142857142857143
5538,201152,31,NORD-PAS-DE-CALAIS,107,201152,-52.67857142857143,233.21428571428572,5.757142857142857,281.08035714285717,279.1928571428571,88.125,22848.214285714286,87.41071428571429,6.784313725490196,688.8679245283018,101653.21428571429,,,,279.4785714285714,,282.50714285714287,,278.43571428571425,,18.3,9.360714285714286,-10.0,0.0,0.0,-45.0,0.11785714285714285,0.3,0.8714285714285713,1.2428571428571427,2.4142857142857146
5539,201152,52,PAYS-DE-LA-LOIRE,15,201152,-47.857142857142854,211.25,4.148214285714286,281.5125,280.04285714285714,91.01785714285714,12300.0,80.09433962264151,5.875,1243.6363636363637,102542.67857142857,,,,279.12142857142857,,283.3357142857143,,277.2928571428571,,14.066666666666668,7.439285714285715,-10.0,0.0,,,0.0642857142857143,0.2642857142857143,0.4142857142857143,0.8285714285714285,1.1428571428571428
5540,201152,22,PICARDIE,61,201152,-50.892857142857146,221.60714285714286,6.039285714285714,281.49821428571425,279.37321428571425,86.82142857142857,15190.90909090909,89.82142857142857,6.464285714285714,555.3571428571429,101413.39285714286,,,,279.9214285714286,,282.9214285714286,,279.0071428571428,,15.428571428571429,10.139285714285714,-10.0,0.0,0.0,-40.0,0.15,0.4928571428571429,1.1,1.8,3.2714285714285714
5541,201152,54,POITOU-CHARENTES,28,201152,-43.30357142857143,195.53571428571428,5.225,281.78839285714287,280.22767857142856,90.41964285714286,15971.607142857143,84.09423076923076,5.763198757763975,1293.5714285714287,102100.17857142858,,,,280.1071428571429,,282.9964285714286,,276.72142857142853,,17.0,8.360714285714286,-10.0,0.0,0.0,-44.0,0.05892857142857144,0.10178571428571428,0.2357142857142857,0.35000000000000003,0.6857142857142857
5542,201152,93,PROVENCE-ALPES-COTE-D-AZUR,20,201152,-19.41801948051948,200.53571428571428,4.212946428571429,280.41830357142857,273.9799107142857,65.72767857142857,32328.57142857143,27.021464646464647,2.084920634920635,3334.9467673248164,99430.75892857142,,,,276.5870879120879,,283.4472527472527,,272.12619047619046,,20.05333333333333,7.059326298701299,-10.0,0.0,0.0,-43.952153110047846,0.008482142857142856,0.033035714285714286,0.05357142857142857,0.125,0.24642857142857144
5543,201152,11,ILE-DE-FRANCE,73,201152,-49.285714285714285,214.46428571428572,3.916071428571428,280.07142857142856,278.6392857142857,91.05357142857143,13573.214285714286,77.82142857142857,6.170212765957447,665.3191489361702,101498.57142857143,,,,278.05,,281.85714285714283,,276.43571428571425,,15.95,7.1499999999999995,-10.0,0.0,0.0,-45.27272727272727,0.11785714285714287,0.27142857142857146,0.4428571428571429,1.0285714285714287,2.1285714285714286
5544,201152,82,RHONE-ALPES,66,201152,-30.625,98.83928571428572,3.125892857142857,277.5776785714286,275.6544642857143,88.08035714285714,12183.928571428572,74.28406084656085,5.231643356643357,638.3741258741259,100993.75,,,,275.51428571428573,,279.38928571428573,,274.15,,16.95,5.921428571428572,-10.0,0.0,0.0,-45.27777777777778,0.09107142857142857,0.359025974025974,0.6,1.514285714285714,3.1678571428571427
5545,201151,42,ALSACE,79,201151,35.535714285714285,196.25,3.244642857142857,277.2875,275.0857142857143,85.92857142857143,28903.571428571428,98.75,,838.3018867924528,100546.25,,,,275.85714285714283,,278.39285714285717,,274.8642857142857,,,5.925,-10.0,0.0,,,0.06785714285714287,0.2285714285714286,0.6571428571428571,0.9,1.8571428571428572
5546,201151,72,AQUITAINE,50,201151,22.05357142857143,204.10714285714286,2.6,281.0526785714286,279.5883928571428,91.10714285714286,16100.0,83.07846889952154,6.461240310077519,908.6786786786786,102341.07142857142,,,,278.0392857142857,,283.625,,275.9357142857142,,,4.78125,-10.0,0.0,0.0,-52.5,0.09678571428571428,0.3158116883116883,0.8785714285714286,1.2642857142857142,2.5214285714285714
5547,201151,83,AUVERGNE,4,201151,28.30357142857143,230.35714285714286,2.9875,277.4732142857143,275.1482142857143,85.14285714285714,19713.39285714286,81.40897212543554,5.612727272727273,633.1354359925789,95773.21428571429,85000.0,18215.89285714286,,275.2,,279.42857142857144,,273.43571428571425,,15.15,6.108928571428571,-10.0,0.013333333333333334,0.000625,-44.375,0.053571428571428575,0.16785714285714287,0.2285714285714286,0.7,1.3714285714285714
5548,201151,25,BASSE-NORMANDIE,13,201151,29.4047619047619,256.9642857142857,5.941666666666666,282.0863095238096,279.66011904761905,85.17857142857143,22219.269171688527,85.71753515301903,6.103016591251886,950.7739791073124,101589.28571428572,,,,280.45714285714286,,283.19761904761907,,277.5071428571428,,15.733333333333334,9.429166666666667,-10.0,0.0,0.0,-45.74660633484163,0.10000000000000002,0.26242424242424245,0.31245421245421245,1.0531135531135531,2.1317460317460317
5549,201151,26,BOURGOGNE,34,201151,35.09090909090909,203.21428571428572,2.8249999999999997,276.93571428571425,275.4714285714286,90.60714285714286,21398.214285714286,97.65957446808511,,684.4897959183673,99829.10714285714,,,,274.68571428571425,,278.7714285714286,,273.15,,13.4,5.25,-10.0,0.0,,,0.075,0.26785714285714285,0.34285714285714286,1.0285714285714287,2.085714285714286
5550,201151,53,BRETAGNE,70,201151,26.607142857142858,265.8944805194805,5.344805194805195,283.04510551948056,280.31530844155844,83.73027597402597,20503.480894105895,88.69624125874125,6.735858585858586,809.9138155476599,101925.05952380953,,,,281.4625,,284.1232142857143,,278.5071428571428,,16.320833333333333,9.503433441558442,-10.0,0.0,0.0,-44.651162790697676,0.0689448051948052,0.18603896103896103,0.29642857142857143,0.7678571428571428,1.6357142857142857
5551,201151,24,CENTRE,36,201151,31.607142857142854,245.80357142857144,2.932142857142857,280.3375,278.8223214285714,90.33928571428572,19090.178571428572,89.61213235294117,6.538461538461538,619.7909698996656,101000.80357142858,,,,278.52142857142854,,281.88214285714287,,277.36428571428564,,,5.623214285714286,-10.0,0.0,0.0,-46.868686868686865,0.125,0.41428571428571426,0.8571428571428572,1.5785714285714287,3.2
5552,201151,21,CHAMPAGNE-ARDENNE,13,201151,35.714285714285715,237.67857142857142,4.555357142857143,279.12142857142857,277.225,87.76785714285714,15483.92857142857,83.39285714285714,5.75,592.1428571428571,101069.64285714286,,,,277.0214285714286,,280.75,,275.43571428571425,,,7.396428571428571,-10.0,0.0,0.0,-45.0,0.03571428571428571,0.22142857142857145,0.6571428571428571,0.8285714285714285,1.7428571428571427
5553,201151,94,CORSE,21,201151,39.46428571428571,165.53571428571428,3.4633928571428574,281.1205357142857,274.4607142857143,65.15178571428571,30120.535714285714,30.402462121212125,2.490625,1402.7941176470588,101737.76785714286,,,,276.425,,284.5357142857143,,274.22142857142853,,15.95,6.080357142857142,-10.0,0.0,0.0,-44.14935064935065,0.1,0.19999999999999996,0.042857142857142864,0.7857142857142856,2.8999999999999995
5554,201151,43,FRANCHE-COMTE,0,201151,36.25,193.03571428571428,3.1285714285714286,276.70714285714286,274.8464285714286,87.71428571428571,18173.214285714286,89.9074074074074,6.325581395348837,829.0384615384615,99168.39285714286,,,,275.0,,278.10714285714283,,274.0071428571428,,,5.964285714285714,-10.0,0.002727272727272727,0.0006976744186046512,-44.651162790697676,0.09285714285714286,0.2285714285714286,0.4428571428571429,0.9857142857142857,2.0571428571428574
5555,201151,23,HAUTE-NORMANDIE,22,201151,32.32142857142857,248.92857142857142,4.526785714285714,279.98035714285714,278.625,91.375,25037.5,92.74509803921569,6.384615384615385,684.2307692307693,100561.42857142857,,,,277.84285714285716,,281.4857142857143,,274.57857142857137,,14.9,7.692857142857143,-10.0,0.0,0.0,-45.0,0.09999999999999999,0.34285714285714286,0.5571428571428572,1.4000000000000001,3.0142857142857147
5556,201151,91,LANGUEDOC-ROUSSILLON,74,201151,24.732142857142858,266.42857142857144,5.920535714285714,283.35803571428573,275.46875,59.46428571428571,47142.857142857145,52.87105263157895,3.686263736263736,1983.7274774774776,102201.78571428571,,,,280.36071428571427,,285.78571428571433,,278.0071428571428,,17.05,11.198214285714286,-10.0,0.0,0.0,-54.0,0.001851851851851852,0.0056603773584905665,0.007692307692307693,0.015384615384615385,0.15
5557,201151,74,LIMOUSIN,77,201151,25.272727272727273,236.9090909090909,2.6690909090909094,278.7754545454545,277.63545454545454,92.58181818181818,15516.363636363636,89.02,5.92,348.0851063829787,97947.27272727272,,,,276.8285714285714,,280.07142857142856,,276.0071428571428,,,5.247272727272728,-10.0,0.0,0.0,-45.0,0.15272727272727274,0.4581818181818182,0.942857142857143,1.8142857142857143,3.6
5558,201151,41,LORRAINE,32,201151,36.42857142857143,242.14285714285714,4.348214285714286,276.7607142857143,275.6607142857143,92.57142857142857,26287.272727272728,99.0,,479.5833333333333,98239.46428571429,,,,275.2857142857143,,277.7857142857143,,273.8642857142857,,14.9,7.258928571428571,-10.0,0.03,0.01,-60.0,0.0642857142857143,0.2714285714285714,0.5857142857142856,1.042857142857143,2.2857142857142856
5559,201151,73,MIDI-PYRENEES,38,201151,22.142857142857146,242.32142857142858,3.860714285714286,279.1317857142857,277.13107142857143,87.55,17508.214285714283,73.50405982905983,5.898733267276719,1040.6524863515376,98348.35714285714,,,,276.55,,281.36,,274.74999999999994,,15.435714285714287,7.4,-10.0,0.0008,8.333333333333334e-05,-44.58229813664596,0.12285714285714286,0.34285714285714286,0.6971428571428572,1.4085714285714286,2.757142857142857
5560,201151,31,NORD-PAS-DE-CALAIS,0,201151,32.67857142857143,247.67857142857142,5.164285714285714,279.73035714285714,277.9642857142857,88.71428571428571,22417.85714285714,88.75,6.222222222222222,1015.4545454545455,101580.17857142857,,,,278.09285714285716,,280.9142857142857,,277.0071428571428,,19.55,8.110714285714286,-10.0,0.0,0.0,-44.72727272727273,0.08571428571428572,0.27321428571428574,0.7142857142857143,1.1285714285714286,2.357142857142857
5561,201151,52,PAYS-DE-LA-LOIRE,30,201151,29.642857142857142,256.9642857142857,2.9107142857142856,281.9160714285714,280.1517857142857,89.0,18333.928571428572,78.54545454545455,5.454545454545454,1220.2,102495.53571428571,,,,279.5,,283.64285714285717,,276.2928571428571,,,5.575,-10.0,0.0,,,0.017857142857142856,0.1392857142857143,0.0,0.5714285714285714,1.1428571428571428
5562,201151,22,PICARDIE,32,201151,31.785714285714285,243.03571428571428,5.144642857142857,280.5,278.4017857142857,86.69642857142857,18321.428571428572,84.82142857142857,5.785714285714286,767.8571428571429,101364.28571428571,,,,278.8,,281.75714285714287,,277.57857142857137,,17.5,8.79107142857143,-10.0,0.0,0.0,-41.73913043478261,0.05714285714285715,0.19642857142857142,0.4714285714285715,0.8571428571428571,1.8571428571428572
5563,201151,54,POITOU-CHARENTES,11,201151,28.035714285714285,257.05357142857144,4.635714285714285,282.15267857142857,280.06517857142853,87.32142857142857,18213.75,85.75882352941177,6.327500000000001,1026.9795918367347,102016.42857142858,,,,280.4892857142857,,283.49285714285713,,277.0071428571428,,16.35,7.404464285714285,-10.0,0.0,0.01,-30.0,0.04285714285714286,0.19642857142857145,0.22142857142857142,0.7,1.4714285714285715
5564,201151,93,PROVENCE-ALPES-COTE-D-AZUR,42,201151,33.57142857142857,228.39285714285714,5.412946428571429,279.3950892857143,271.565625,60.20089285714286,37309.17366946779,26.234993997599037,2.251578282828283,2297.5378787878785,98923.21428571429,,,,276.28035714285716,,281.9767857142857,,272.5785714285714,,19.71031746031746,9.108928571428573,-10.0,0.0,0.0,-43.75,0.004464285714285714,0.010714285714285714,0.0071428571428571435,0.039285714285714285,0.2
5565,201151,11,ILE-DE-FRANCE,26,201151,34.464285714285715,256.60714285714283,3.6553571428571425,280.06428571428575,278.43571428571425,89.76785714285714,18128.571428571428,82.60714285714286,5.826923076923077,792.2641509433962,101382.5,,,,277.85714285714283,,281.59285714285716,,275.43571428571425,,,6.760714285714286,-10.0,0.0,0.0,-45.55555555555556,0.09821428571428571,0.28928571428571426,0.6571428571428571,1.0857142857142856,2.442857142857143
5566,201151,82,RHONE-ALPES,69,201151,28.392857142857142,125.89285714285715,3.8294642857142858,278.3955357142857,275.34285714285716,81.79464285714286,17853.571428571428,67.91077441077441,4.9754901960784315,799.4600340136055,100669.375,,,,276.49285714285713,,279.925,,275.22142857142853,,16.5125,7.637499999999999,-10.0,0.005089285714285715,0.0005555555555555556,-45.27777777777778,0.06607142857142857,0.22896103896103895,0.43956043956043955,1.0,2.0714285714285716
5567,201150,42,ALSACE,21,201150,9.642857142857142,215.17857142857142,5.439285714285715,278.96785714285716,275.2642857142857,77.71428571428571,45375.0,96.59574468085107,,1121.4285714285713,98889.10714285714,,,,276.8357142857143,,280.9428571428571,,275.43571428571425,,16.9,10.894642857142857,-10.0,0.0,,,0.07272727272727272,0.3090909090909091,0.4307692307692308,1.323076923076923,2.6166666666666667
5568,201150,72,AQUITAINE,45,201150,18.783068783068785,242.88961038961037,4.4779707792207795,282.28904220779225,279.26375,82.41672077922078,26451.396103896106,88.25462962962962,6.115384615384615,1183.0962059620597,100974.65584415584,,,,280.2321428571429,,284.62142857142857,,278.7928571428571,,16.421666666666667,8.924900793650794,-10.0,0.0,0.0,-45.57692307692308,0.451984126984127,1.3837962962962962,3.0274725274725274,5.607142857142857,11.507142857142858
5569,201150,83,AUVERGNE,13,201150,12.232142857142858,231.25,5.1553571428571425,278.15625,274.02678571428567,75.27678571428572,22436.2012987013,79.71901260504202,5.0697439353099725,1043.4632034632034,94516.60714285714,85000.0,17248.214285714286,,275.5357142857143,,280.2785714285714,,273.50714285714287,,17.7125,10.571428571428571,-10.0,0.013076923076923076,0.0005555555555555556,-45.022222222222226,0.11133116883116882,0.35464285714285715,0.5428571428571428,1.4467032967032967,3.0023809523809524
5570,201150,25,BASSE-NORMANDIE,11,201150,16.424603174603174,260.87885154061627,8.246043417366947,280.1361344537815,276.46908263305323,78.06652661064426,24134.761904761905,73.50714285714285,5.055802469135802,844.9506172839506,99643.59788359787,,,,278.2349206349206,,281.7587301587302,,276.22142857142853,,17.73888888888889,13.722619047619048,-10.0,0.0,0.0,-46.40625,0.2649859943977591,0.7654545454545455,1.5476190476190481,3.164224664224664,6.319047619047619
5571,201150,26,BOURGOGNE,10,201150,10.363636363636363,223.45454545454547,6.1018181818181825,278.57545454545453,275.85,82.89090909090909,43647.27272727273,96.22222222222223,,881.1111111111111,98266.0,,,,277.0285714285714,,280.5285714285714,,274.72142857142853,,15.95,10.629090909090909,-10.0,0.0,,,0.2509090909090909,0.8618181818181818,1.5285714285714287,3.2857142857142856,6.385714285714285
5572,201150,53,BRETAGNE,75,201150,28.392857142857142,263.2563686313686,8.623241758241758,281.3419060559006,277.6796389751553,78.42818322981367,19852.02922077922,83.39851702351703,5.920399411908846,737.5321737005863,99870.7738095238,,,,279.19107142857143,,283.24285714285713,,277.07857142857137,,19.51658653846154,16.411528361344537,-10.0,0.0,0.0,-45.42857142857143,0.4166964285714286,1.2642460317460318,2.7337662337662336,4.994285714285715,12.45
5573,201150,24,CENTRE,71,201150,19.732142857142854,238.41233766233768,6.1607142857142865,280.0919642857143,277.44910714285714,83.66071428571428,25650.892857142855,81.18055555555556,5.513392857142858,988.1442080378251,99289.375,,,,278.07142857142856,,282.225,,277.2928571428571,,18.490404040404037,11.665178571428571,-10.0,0.0,0.0,-46.32352941176471,0.32857142857142857,1.0035714285714286,2.1714285714285713,4.164285714285715,8.178571428571427
5574,201150,21,CHAMPAGNE-ARDENNE,65,201150,14.464285714285714,228.92857142857142,8.198214285714286,279.3178571428571,276.28214285714284,81.28571428571429,19835.714285714286,77.85714285714286,5.678571428571429,764.2857142857143,99291.42857142857,,,,277.0142857142857,,281.45,,276.2928571428571,,19.154545454545453,13.780357142857143,-10.0,0.0,0.0,-45.0,0.325,0.7535714285714284,1.0857142857142856,2.9714285714285715,5.928571428571429
5575,201150,94,CORSE,21,201150,-12.857142857142858,190.0,4.799107142857142,285.2446428571429,277.9741071428572,63.65178571428571,27107.142857142855,63.19415266106442,3.2040618955512574,1010.3125,101196.96428571429,,,,282.03571428571433,,288.49642857142857,,279.5785714285714,,18.753030303030304,9.216964285714287,-10.0,0.0,0.0,-44.25,0.17142857142857143,0.5267857142857143,1.5,2.2785714285714285,3.9642857142857144
5576,201150,43,FRANCHE-COMTE,27,201150,7.5,222.67857142857142,4.898214285714286,278.6357142857143,275.4660714285714,80.80357142857143,24382.14285714286,88.20754716981132,5.428571428571429,1036.7924528301887,97628.75,,,,276.0571428571429,,281.17857142857144,,273.43571428571425,,17.82857142857143,10.971428571428572,-10.0,0.0,0.0,-44.285714285714285,0.21428571428571427,0.5232142857142857,0.9571428571428572,2.157142857142857,4.0285714285714285
5577,201150,23,HAUTE-NORMANDIE,0,201150,22.857142857142858,239.10714285714286,6.519642857142857,278.6035714285714,276.85714285714283,88.83928571428571,31107.14285714286,84.48979591836735,5.304347826086956,732.9411764705883,98559.82142857143,,,,276.62142857142857,,281.0285714285714,,275.2928571428571,,16.2,11.633928571428571,-10.0,0.0,0.0,-45.0,0.37142857142857144,1.032142857142857,2.442857142857143,4.271428571428571,8.242857142857142
5578,201150,91,LANGUEDOC-ROUSSILLON,101,201150,8.928571428571427,256.9642857142857,4.59375,281.92857142857144,276.2991071428571,69.69642857142857,37508.92857142857,59.000447227191415,2.8261437908496734,2164.5348837209303,101323.75,,,,278.36785714285713,,285.12857142857143,,276.22142857142853,,17.495454545454546,8.711737012987012,-10.0,0.0,0.0,-47.142857142857146,0.01090909090909091,0.032662337662337664,0.04560439560439561,0.1142857142857143,0.07857142857142857
5579,201150,74,LIMOUSIN,93,201150,17.142857142857142,238.92857142857142,5.4696428571428575,278.68392857142857,277.0857142857143,89.73214285714286,27955.35714285714,89.63461538461539,6.107142857142857,512.9411764705883,96521.25,,,,277.31428571428575,,280.35,,276.43571428571425,,18.166666666666668,10.8125,-10.0,0.0,0.0,-45.0,0.3392857142857143,1.092857142857143,2.771428571428572,4.514285714285714,9.157142857142857
5580,201150,41,LORRAINE,12,201150,10.178571428571429,235.35714285714286,7.825,277.50178571428575,275.56964285714287,87.60714285714286,36861.53846153846,96.36363636363636,4.0,705.1111111111111,96563.92857142857,,,,275.9857142857143,,279.06428571428575,,275.72142857142853,,19.071428571428573,13.260714285714286,-10.0,0.0,0.002,-60.0,0.4178571428571428,1.2428571428571427,2.357142857142857,5.142857142857143,10.357142857142858
5581,201150,73,MIDI-PYRENEES,32,201150,14.258733153638815,223.85937798051003,4.531669790586771,279.4389668256272,276.43238797428984,82.27039228695833,21102.953335972205,82.97925331748861,4.730237154150197,1663.3882284382285,97193.22290483103,,,,277.2069230769231,,282.10857142857145,,275.4071428571428,,19.831666666666667,8.779458884511715,-10.0,0.0005,0.0,-44.839090909090906,0.20875166612363377,0.5706782974437961,0.904005994005994,2.2021978021978024,4.328571428571428
5582,201150,31,NORD-PAS-DE-CALAIS,118,201150,18.928571428571427,245.89285714285714,6.8,278.3875,276.31964285714287,86.75,26125.0,79.63636363636364,5.509090909090909,902.6785714285714,99533.21428571429,,,,276.75714285714287,,280.7,,276.43571428571425,,18.571428571428573,11.91607142857143,-10.0,0.00125,0.00018181818181818183,-45.27272727272727,0.5392857142857143,1.6035714285714284,1.7,6.271428571428571,12.385714285714286
5583,201150,52,PAYS-DE-LA-LOIRE,3,201150,26.607142857142858,257.037037037037,5.842592592592593,281.16964285714283,278.3964285714286,83.28571428571429,21710.714285714286,65.56603773584905,4.458333333333333,1066.6666666666667,100653.92857142857,,,,278.3857142857143,,283.74285714285713,,276.72142857142853,,18.853846153846153,11.59074074074074,-10.0,0.0,,,0.5285714285714286,1.4035714285714285,2.914285714285714,5.528571428571429,11.200000000000001
5584,201150,22,PICARDIE,0,201150,22.857142857142858,242.14285714285714,6.9053571428571425,278.86785714285713,276.29464285714283,83.82142857142857,18803.571428571428,70.71428571428571,5.461538461538462,532.6923076923077,99302.5,,,,277.2285714285714,,281.2285714285714,,276.72142857142853,,16.545454545454547,12.817857142857145,-10.0,0.0,0.0,-40.90909090909091,0.41428571428571426,1.3178571428571428,2.9714285714285715,5.514285714285714,10.814285714285715
5585,201150,54,POITOU-CHARENTES,0,201150,23.57142857142857,272.67857142857144,9.420535714285714,282.36785714285713,279.03214285714284,80.45535714285714,22350.49261083744,74.0249042145594,4.6792592592592595,943.9542483660131,100334.28571428571,,,,280.33214285714286,,284.33214285714286,,277.15,,22.738690476190477,15.642857142857142,-10.0,0.0,0.0,-43.63636363636363,0.4553571428571429,1.344642857142857,3.178571428571429,5.414285714285715,11.1
5586,201150,93,PROVENCE-ALPES-COTE-D-AZUR,27,201150,-3.5478896103896105,220.16558441558442,5.656452922077922,281.3262743506493,274.258474025974,63.55113636363636,34559.532584532586,56.07148407148407,3.2135084427767353,2341.152882205514,98227.36850649351,,,,279.125,,283.6982142857143,,276.1023809523809,,17.5625,9.799131493506493,-10.0,0.0,0.0,-44.303030303030305,0.06878246753246753,0.246525974025974,0.46785714285714286,0.982967032967033,1.832142857142857
