Id,region_code,region_name,TauxGrippe,week_year,date,saison,tminsol,nbas,n,td,ff,t,u,vv,TauxGrippe_lag1,TauxGrippe_lag2,TauxGrippe_lag3,TauxGrippe_lag4,TauxGrippe_ma4,TauxGrippe_ma8
14233,11,ILE-DE-FRANCE,1,200423,2004-05-31,Printemps,280.15,4.875,71.33928571428571,284.8589285714286,3.3803571428571426,289.4642857142857,76.0,17401.785714285714,1.0,2.0,5.0,8.0,2.25,3.375
14211,11,ILE-DE-FRANCE,0,200424,2004-06-07,Ete,281.2928571428571,1.648148148148148,55.45454545454545,286.7285714285714,3.307142857142857,293.75892857142856,66.42857142857143,22400.0,1.0,1.0,2.0,5.0,1.0,3.25
14189,11,ILE-DE-FRANCE,4,200425,2004-06-14,Ete,279.72142857142853,3.2452830188679247,55.55555555555556,283.2142857142857,3.875,290.7732142857143,63.80357142857143,24092.59259259259,0.0,1.0,1.0,2.0,1.5,3.5
14167,11,ILE-DE-FRANCE,9,200426,2004-06-21,Ete,280.57857142857137,3.8867924528301887,68.88888888888889,283.73035714285714,4.525,290.4625,67.05357142857143,24129.62962962963,4.0,0.0,1.0,1.0,3.5,3.75
14145,11,ILE-DE-FRANCE,7,200427,2004-06-28,Ete,281.2928571428571,3.363636363636364,63.63636363636363,282.2767857142857,3.669642857142857,291.0517857142857,59.517857142857146,24054.545454545456,9.0,4.0,0.0,1.0,5.0,3.625
14123,11,ILE-DE-FRANCE,0,200428,2004-07-05,Ete,280.43571428571425,3.8181818181818183,66.33928571428571,283.8339285714286,4.330357142857143,289.00714285714287,73.96428571428571,21553.571428571428,7.0,9.0,4.0,0.0,5.0,3.0
14101,11,ILE-DE-FRANCE,0,200429,2004-07-12,Ete,282.57857142857137,4.4,69.63636363636364,287.05892857142857,3.183928571428571,292.69107142857143,71.96428571428571,21254.545454545456,0.0,7.0,9.0,4.0,4.0,2.75
14079,11,ILE-DE-FRANCE,0,200430,2004-07-19,Ete,281.57857142857137,2.382978723404255,53.148148148148145,287.86607142857144,2.867857142857143,294.5910714285714,68.46428571428571,19498.14814814815,0.0,0.0,7.0,9.0,1.75,2.625
14057,11,ILE-DE-FRANCE,0,200431,2004-07-26,Ete,282.15,1.8444444444444448,42.63636363636363,284.6357142857143,3.094642857142857,295.28035714285716,54.92857142857143,23454.545454545456,0.0,0.0,0.0,7.0,0.0,2.5
14035,11,ILE-DE-FRANCE,0,200432,2004-08-02,Ete,285.72142857142853,2.2545454545454544,65.53571428571429,287.7142857142857,2.9857142857142853,296.84999999999997,59.30357142857143,18928.571428571428,0.0,0.0,0.0,0.0,0.0,2.5
14013,11,ILE-DE-FRANCE,0,200433,2004-08-09,Ete,285.15,4.018518518518518,69.63636363636364,288.62142857142857,3.939285714285714,294.0285714285714,73.55357142857143,22981.81818181818,0.0,0.0,0.0,0.0,0.0,2.0
13991,11,ILE-DE-FRANCE,5,200434,2004-08-16,Ete,283.43571428571425,3.9444444444444446,69.63636363636364,287.2660714285714,4.132142857142857,291.57142857142856,77.60714285714286,22163.636363636364,0.0,0.0,0.0,0.0,1.25,1.5
13969,11,ILE-DE-FRANCE,4,200435,2004-08-23,Ete,282.57857142857137,4.636363636363637,77.67857142857143,286.4785714285714,4.526785714285714,290.7892857142857,77.33928571428571,21272.727272727272,5.0,0.0,0.0,0.0,2.25,1.125
13947,11,ILE-DE-FRANCE,7,200436,2004-08-30,Ete,280.0071428571428,1.75,33.214285714285715,286.19107142857143,2.432142857142857,292.1767857142857,71.10714285714286,19687.5,4.0,5.0,0.0,0.0,4.0,2.0
13925,11,ILE-DE-FRANCE,19,200437,2004-09-06,Automne,283.57857142857137,1.6363636363636365,34.910714285714285,286.56607142857143,4.9624999999999995,294.2035714285715,64.08928571428571,20642.85714285714,7.0,4.0,5.0,0.0,8.75,4.375
13903,11,ILE-DE-FRANCE,20,200438,2004-09-13,Automne,277.8642857142857,2.685185185185185,54.017857142857146,281.81071428571425,3.492857142857143,288.5464285714286,67.92857142857143,23303.571428571428,19.0,7.0,4.0,5.0,12.5,6.875
13881,11,ILE-DE-FRANCE,26,200439,2004-09-20,Automne,279.15,4.944444444444445,75.80357142857143,282.5,4.8,287.7107142857143,72.60714285714286,19290.909090909092,20.0,19.0,7.0,4.0,18.0,10.125
13859,11,ILE-DE-FRANCE,83,200440,2004-09-27,Automne,280.43571428571425,5.34,85.0,284.4607142857143,2.851785714285714,288.50892857142856,78.14285714285714,16539.21568627451,26.0,20.0,19.0,7.0,37.0,20.5
13837,11,ILE-DE-FRANCE,37,200441,2004-10-04,Automne,278.15,4.7924528301886795,79.01785714285714,282.3964285714286,3.8232142857142857,286.16964285714283,79.80357142857143,16785.714285714286,83.0,26.0,20.0,19.0,41.5,25.125
13815,11,ILE-DE-FRANCE,51,200442,2004-10-11,Automne,278.0071428571428,5.888888888888889,80.08928571428571,281.8392857142857,4.7875000000000005,283.8392857142857,87.78571428571429,16090.90909090909,37.0,83.0,26.0,20.0,49.25,30.875
13793,11,ILE-DE-FRANCE,43,200443,2004-10-18,Automne,276.8642857142857,3.02,60.267857142857146,283.70535714285717,3.9625,286.8642857142857,82.08928571428571,22190.909090909092,51.0,37.0,83.0,26.0,53.5,35.75
13771,11,ILE-DE-FRANCE,23,200444,2004-10-25,Automne,276.15,3.2884615384615383,64.83928571428571,281.7982142857143,3.1982142857142857,284.0142857142857,86.98214285714286,18485.714285714286,43.0,51.0,37.0,83.0,38.5,37.75
13749,11,ILE-DE-FRANCE,15,200445,2004-11-01,Automne,276.72142857142853,5.535714285714286,88.92857142857143,280.7964285714286,2.710714285714286,283.025,86.58928571428571,11080.357142857143,23.0,43.0,51.0,37.0,33.0,37.25
13727,11,ILE-DE-FRANCE,17,200446,2004-11-08,Automne,272.72142857142853,5.38,73.39285714285714,276.9321428571429,3.3464285714285715,279.4,84.57142857142857,14709.09090909091,15.0,23.0,43.0,51.0,24.5,36.875
13705,11,ILE-DE-FRANCE,21,200447,2004-11-15,Automne,274.15,6.425925925925926,86.72727272727273,278.2892857142857,3.653571428571429,280.50714285714287,86.48214285714286,14349.09090909091,17.0,15.0,23.0,43.0,19.0,36.25
13683,11,ILE-DE-FRANCE,36,200448,2004-11-22,Automne,275.72142857142853,6.054545454545455,87.78571428571429,279.20714285714286,3.039285714285714,280.9875,88.89285714285714,11671.42857142857,21.0,17.0,15.0,23.0,22.25,30.375
13661,11,ILE-DE-FRANCE,25,200449,2004-11-29,Automne,274.0071428571428,6.666666666666667,84.01785714285714,275.9875,3.0464285714285713,278.1535714285714,86.16071428571429,7758.928571428572,36.0,21.0,17.0,15.0,24.75,28.875
13639,11,ILE-DE-FRANCE,50,200450,2004-12-06,Hiver,271.72142857142853,7.188679245283019,90.0909090909091,273.5190909090909,2.8454545454545452,275.1881818181818,88.58181818181818,5934.545454545455,25.0,36.0,21.0,17.0,33.0,28.75
13617,11,ILE-DE-FRANCE,68,200451,2004-12-13,Hiver,271.57857142857137,5.128205128205129,78.30357142857143,274.46964285714284,3.933928571428571,275.96785714285716,90.23214285714286,8378.57142857143,50.0,25.0,36.0,21.0,44.75,31.875
13595,11,ILE-DE-FRANCE,36,200452,2004-12-20,Hiver,270.2928571428571,5.804347826086956,66.42857142857143,274.96964285714284,4.428571428571429,276.7,88.41071428571429,15326.785714285714,68.0,50.0,25.0,36.0,44.75,33.5
13573,11,ILE-DE-FRANCE,56,200453,2004-12-27,Hiver,272.0071428571428,5.169811320754717,68.125,277.05357142857144,3.7607142857142857,278.94107142857143,88.10714285714286,15991.07142857143,36.0,68.0,50.0,25.0,52.5,38.625
13551,11,ILE-DE-FRANCE,127,200501,2005-01-03,Hiver,274.8642857142857,5.218181818181818,75.625,278.9482142857143,4.407142857142857,280.5767857142857,89.53571428571429,17308.928571428572,56.0,36.0,68.0,50.0,71.75,52.375
13529,11,ILE-DE-FRANCE,110,200502,2005-01-10,Hiver,273.2928571428571,5.363636363636363,71.53571428571429,276.3392857142857,3.5535714285714284,278.1642857142857,88.57142857142857,11566.07142857143,127.0,56.0,36.0,68.0,82.25,63.5
13507,11,ILE-DE-FRANCE,224,200503,2005-01-17,Hiver,275.0071428571428,5.62,82.875,277.1089285714286,5.539285714285714,279.54464285714283,85.14285714285714,14772.549019607844,110.0,127.0,56.0,36.0,129.25,87.0
13485,11,ILE-DE-FRANCE,350,200504,2005-01-24,Hiver,271.0071428571428,5.0576923076923075,71.48148148148148,271.12142857142857,4.664285714285714,274.2642857142857,79.25,15115.384615384615,224.0,110.0,127.0,56.0,202.75,127.625
13463,11,ILE-DE-FRANCE,522,200505,2005-01-31,Hiver,275.15,6.134615384615385,77.14285714285714,275.4714285714286,3.5160714285714287,278.43571428571425,81.73214285714286,13678.57142857143,350.0,224.0,110.0,127.0,301.5,186.625
13441,11,ILE-DE-FRANCE,529,200506,2005-02-07,Hiver,274.57857142857137,4.63265306122449,61.81818181818182,277.4589285714286,4.596428571428571,279.91964285714283,85.05357142857143,12254.545454545454,522.0,350.0,224.0,110.0,406.25,244.25
13419,11,ILE-DE-FRANCE,645,200507,2005-02-14,Hiver,273.43571428571425,6.2727272727272725,83.45454545454545,271.2910714285714,5.576785714285714,275.44107142857143,74.55357142857143,14654.545454545454,529.0,522.0,350.0,224.0,511.5,320.375
13397,11,ILE-DE-FRANCE,417,200508,2005-02-21,Hiver,268.2928571428571,4.86,63.81818181818182,269.3910714285714,3.9875,272.5678571428572,79.21428571428571,10070.90909090909,645.0,529.0,522.0,350.0,528.25,365.5
13375,11,ILE-DE-FRANCE,181,200509,2005-02-28,Hiver,268.4833333333333,4.96,75.27777777777777,268.075,4.730357142857143,272.2107142857143,73.92857142857143,13131.481481481482,417.0,645.0,529.0,522.0,443.0,372.25
13353,11,ILE-DE-FRANCE,154,200510,2005-03-07,Printemps,273.43571428571425,5.811320754716981,79.46428571428571,273.2392857142857,4.078571428571428,277.7607142857143,73.41071428571429,16418.18181818182,181.0,417.0,645.0,529.0,349.25,377.75
13331,11,ILE-DE-FRANCE,161,200511,2005-03-14,Printemps,274.15,1.3846153846153846,43.94444444444444,279.00454545454545,2.6690909090909094,283.69,75.36363636363636,12524.074074074077,154.0,181.0,417.0,645.0,228.25,369.875
13309,11,ILE-DE-FRANCE,110,200512,2005-03-21,Printemps,279.15,3.48,68.64814814814815,282.16818181818184,2.418181818181818,285.18454545454546,82.8,13492.592592592591,161.0,154.0,181.0,417.0,151.5,339.875
13287,11,ILE-DE-FRANCE,65,200513,2005-03-28,Printemps,278.72142857142853,4.145833333333333,61.964285714285715,280.44642857142856,2.7803571428571425,285.1089285714286,75.375,14455.357142857143,110.0,161.0,154.0,181.0,122.5,282.75
13265,11,ILE-DE-FRANCE,31,200514,2005-04-04,Printemps,276.8642857142857,4.6909090909090905,81.0909090909091,277.87142857142857,4.508928571428571,282.0160714285714,76.25,19490.909090909092,65.0,110.0,161.0,154.0,91.75,220.5
13243,11,ILE-DE-FRANCE,11,200515,2005-04-11,Printemps,278.43571428571425,4.270833333333333,67.0,279.0285714285714,4.282142857142857,283.6196428571429,74.66071428571429,17927.272727272728,31.0,65.0,110.0,161.0,54.25,141.25
13221,11,ILE-DE-FRANCE,13,200516,2005-04-18,Printemps,277.2928571428571,4.183673469387755,62.232142857142854,279.6125,2.9071428571428575,284.49821428571425,74.26785714285714,20554.545454545456,11.0,31.0,65.0,110.0,30.0,90.75
13199,11,ILE-DE-FRANCE,7,200517,2005-04-25,Printemps,280.72142857142853,2.407407407407407,68.14814814814815,283.7285714285714,2.7964285714285713,288.6357142857143,74.98214285714286,21166.666666666668,13.0,11.0,31.0,65.0,15.5,69.0
13177,11,ILE-DE-FRANCE,1,200518,2005-05-02,Printemps,281.8642857142857,4.716981132075472,70.18181818181819,281.4589285714286,4.673214285714286,286.68035714285713,72.71428571428571,21400.0,7.0,13.0,11.0,31.0,8.0,49.875
13155,11,ILE-DE-FRANCE,11,200519,2005-05-09,Printemps,279.2928571428571,4.425531914893617,60.90909090909091,278.75892857142856,3.942857142857143,284.7607142857143,69.75,17481.48148148148,1.0,7.0,13.0,11.0,8.0,31.125
13133,11,ILE-DE-FRANCE,8,200520,2005-05-16,Printemps,281.43571428571425,3.769230769230769,74.35185185185185,280.75545454545454,3.770909090909091,286.66636363636366,69.03636363636363,21277.777777777777,11.0,1.0,7.0,13.0,6.75,18.375
13111,11,ILE-DE-FRANCE,3,200521,2005-05-23,Printemps,283.0071428571428,1.5416666666666667,50.18867924528302,284.575,3.117857142857143,292.0339285714286,64.55357142857143,24981.132075471694,8.0,11.0,1.0,7.0,5.75,10.625
13089,11,ILE-DE-FRANCE,11,200522,2005-05-30,Printemps,281.2928571428571,3.830188679245283,65.83333333333333,283.14464285714286,3.257142857142857,288.9535714285714,70.10714285714286,22314.814814814818,3.0,8.0,11.0,1.0,8.25,8.125
13067,11,ILE-DE-FRANCE,0,200523,2005-06-06,Ete,281.0071428571428,2.061224489795918,48.679245283018865,280.12142857142857,4.257142857142857,287.8267857142857,62.339285714285715,22288.46153846154,11.0,3.0,8.0,11.0,5.5,6.75
13045,11,ILE-DE-FRANCE,2,200524,2005-06-13,Ete,285.43571428571425,3.0714285714285716,42.5,285.38214285714287,3.5285714285714285,293.3910714285715,62.857142857142854,22553.571428571428,0.0,11.0,3.0,8.0,4.0,5.375
13023,11,ILE-DE-FRANCE,0,200525,2005-06-20,Ete,288.57857142857137,1.849056603773585,55.648148148148145,289.225,3.3857142857142857,297.05535714285713,64.60714285714286,18111.11111111111,2.0,0.0,11.0,3.0,3.25,4.5
13001,11,ILE-DE-FRANCE,3,200526,2005-06-27,Ete,288.72142857142853,3.2,64.91071428571429,289.55357142857144,3.871428571428571,295.03214285714284,73.10714285714286,19375.0,0.0,2.0,0.0,11.0,1.25,4.75
12979,11,ILE-DE-FRANCE,0,200527,2005-07-04,Ete,285.57857142857137,4.962962962962963,75.26785714285714,284.825,5.041071428571429,289.7160714285714,74.5,19401.785714285714,3.0,0.0,2.0,0.0,1.25,3.375
12957,11,ILE-DE-FRANCE,0,200528,2005-07-11,Ete,288.2928571428571,2.0,23.125,287.5267857142857,3.9678571428571425,297.1107142857143,58.785714285714285,18160.714285714286,0.0,3.0,0.0,2.0,0.75,2.375
12935,11,ILE-DE-FRANCE,0,200529,2005-07-18,Ete,286.43571428571425,4.09433962264151,69.05660377358491,286.45,3.9839285714285713,293.0339285714286,67.67857142857143,21471.69811320755,0.0,0.0,3.0,0.0,0.75,2.0
12913,11,ILE-DE-FRANCE,0,200530,2005-07-25,Ete,287.2928571428571,3.8703703703703702,74.53703703703704,288.3535714285714,3.494642857142857,293.5607142857143,73.41071428571429,22648.14814814815,0.0,0.0,0.0,3.0,0.0,0.625
12891,11,ILE-DE-FRANCE,0,200531,2005-08-01,Ete,285.0071428571428,2.8518518518518516,56.09090909090909,284.50892857142856,3.2732142857142854,291.8964285714286,64.89285714285714,22290.909090909092,0.0,0.0,0.0,0.0,0.0,0.625
12869,11,ILE-DE-FRANCE,0,200532,2005-08-08,Ete,282.0071428571428,2.975609756097561,40.36363636363637,283.35714285714283,3.4035714285714285,291.8017857142857,60.839285714285715,22763.636363636364,0.0,0.0,0.0,0.0,0.0,0.375
12847,11,ILE-DE-FRANCE,0,200533,2005-08-15,Ete,285.43571428571425,4.4186046511627906,50.0,285.73214285714283,4.035714285714286,292.0392857142857,69.375,21527.777777777777,0.0,0.0,0.0,0.0,0.0,0.375
12825,11,ILE-DE-FRANCE,0,200534,2005-08-22,Ete,283.0071428571428,3.549019607843137,62.857142857142854,284.2642857142857,3.1535714285714285,290.45714285714286,70.125,22839.285714285714,0.0,0.0,0.0,0.0,0.0,0.0
12803,11,ILE-DE-FRANCE,4,200535,2005-08-29,Ete,285.72142857142853,1.7241379310344829,28.482142857142858,287.24642857142857,2.975,295.46785714285716,63.32142857142857,21500.0,0.0,0.0,0.0,0.0,1.0,0.5
12781,11,ILE-DE-FRANCE,8,200536,2005-09-05,Automne,287.15,3.62,65.56363636363636,288.35535714285714,2.1857142857142855,293.4232142857143,74.73214285714286,18656.363636363636,4.0,0.0,0.0,0.0,3.0,1.5
12759,11,ILE-DE-FRANCE,12,200537,2005-09-12,Automne,286.4833333333333,5.341463414634147,69.58333333333333,285.8979166666667,4.254166666666666,291.00624999999997,73.60416666666667,17804.347826086956,8.0,4.0,0.0,0.0,6.0,3.0
12737,11,ILE-DE-FRANCE,21,200538,2005-09-19,Automne,279.0071428571428,2.4857142857142858,39.910714285714285,281.67857142857144,2.3249999999999997,288.29464285714283,68.25,19553.571428571428,12.0,8.0,4.0,0.0,11.25,5.625
12715,11,ILE-DE-FRANCE,33,200539,2005-09-26,Automne,281.55,4.657894736842105,71.66666666666667,282.4325,4.0325,286.59250000000003,77.6,19897.4358974359,21.0,12.0,8.0,4.0,18.5,9.75
12693,11,ILE-DE-FRANCE,32,200540,2005-10-03,Automne,282.8642857142857,5.469387755102041,69.92857142857143,284.41964285714283,3.0982142857142856,287.0125,85.21428571428571,10358.181818181818,33.0,21.0,12.0,8.0,24.5,13.75
12671,11,ILE-DE-FRANCE,30,200541,2005-10-10,Automne,281.72142857142853,1.7209302325581397,35.90909090909091,284.3392857142857,2.4053571428571425,289.53035714285716,73.42857142857143,18400.0,32.0,33.0,21.0,12.0,29.0,17.5
12649,11,ILE-DE-FRANCE,29,200542,2005-10-17,Automne,282.72142857142853,4.188679245283019,71.79245283018868,283.8464285714286,3.758928571428571,287.0982142857143,81.67857142857143,19862.264150943396,30.0,32.0,33.0,21.0,31.0,21.125
12627,11,ILE-DE-FRANCE,40,200543,2005-10-24,Automne,284.57857142857137,3.63265306122449,63.24074074074074,285.5982142857143,4.121428571428571,290.1142857142857,75.85714285714286,22944.444444444445,29.0,30.0,32.0,33.0,32.75,25.625
12605,11,ILE-DE-FRANCE,54,200544,2005-10-31,Automne,281.72142857142853,3.156862745098039,61.875,282.7892857142857,4.366071428571429,286.1928571428571,80.57142857142857,21890.909090909092,40.0,29.0,30.0,32.0,38.25,31.375
12583,11,ILE-DE-FRANCE,7,200545,2005-11-07,Automne,278.0071428571428,5.019607843137255,70.44642857142857,279.87142857142857,3.330357142857143,282.4857142857143,84.46428571428571,16044.642857142857,54.0,40.0,29.0,30.0,32.5,30.75
12561,11,ILE-DE-FRANCE,36,200546,2005-11-14,Automne,271.57857142857137,4.75,56.589285714285715,275.125,2.566071428571429,277.0375,88.03571428571429,11435.714285714286,7.0,54.0,40.0,29.0,34.25,32.625
12539,11,ILE-DE-FRANCE,30,200547,2005-11-21,Automne,271.2928571428571,3.909090909090909,58.357142857142854,272.95535714285717,4.2875,275.1303571428571,85.92857142857143,14914.545454545454,36.0,7.0,54.0,40.0,31.75,32.25
12517,11,ILE-DE-FRANCE,16,200548,2005-11-28,Automne,273.72142857142853,5.30188679245283,80.21428571428571,275.7446428571429,4.708928571428571,277.63392857142856,87.75,15936.363636363636,30.0,36.0,7.0,54.0,22.25,30.25
12495,11,ILE-DE-FRANCE,26,200549,2005-12-05,Hiver,273.15,4.913043478260869,59.55357142857143,274.90535714285716,3.5482142857142853,277.3267857142857,84.73214285714286,17300.0,16.0,30.0,36.0,7.0,27.0,29.75
12473,11,ILE-DE-FRANCE,53,200550,2005-12-12,Hiver,274.43571428571425,5.541666666666667,64.01785714285714,274.55892857142857,4.696428571428571,277.9017857142857,79.58928571428571,18392.85714285714,26.0,16.0,30.0,36.0,31.25,32.75
12451,11,ILE-DE-FRANCE,30,200551,2005-12-19,Hiver,273.8642857142857,6.489795918367347,90.10909090909092,274.9372727272727,2.327272727272727,276.75545454545454,88.49090909090908,8765.454545454546,53.0,26.0,16.0,30.0,31.25,31.5
12429,11,ILE-DE-FRANCE,21,200552,2005-12-26,Hiver,269.72142857142853,5.846153846153846,76.07142857142857,272.2392857142857,4.164285714285714,274.43571428571425,84.35714285714286,13741.07142857143,30.0,53.0,26.0,16.0,32.5,27.375
12407,11,ILE-DE-FRANCE,50,200601,2006-01-02,Hiver,273.2928571428571,6.125,81.45454545454545,273.87142857142857,2.7232142857142856,275.5839285714286,88.44642857142857,7298.076923076923,21.0,30.0,53.0,26.0,38.5,32.75
12385,11,ILE-DE-FRANCE,34,200602,2006-01-09,Hiver,272.72142857142853,4.680851063829787,72.61111111111111,274.4035714285714,2.4482142857142857,276.2035714285714,88.30357142857143,9366.037735849057,50.0,21.0,30.0,53.0,33.75,32.5
12363,11,ILE-DE-FRANCE,81,200603,2006-01-16,Hiver,276.8642857142857,6.036363636363636,82.41071428571429,277.9785714285714,3.6303571428571426,279.9839285714286,87.375,14901.785714285714,34.0,50.0,21.0,30.0,46.5,38.875
12341,11,ILE-DE-FRANCE,145,200604,2006-01-23,Hiver,270.15,3.66,68.45454545454545,267.74285714285713,4.3464285714285715,272.75178571428575,68.71428571428571,11701.923076923076,81.0,34.0,50.0,21.0,77.5,55.0
12319,11,ILE-DE-FRANCE,345,200605,2006-01-30,Hiver,269.72142857142853,5.358974358974359,64.21428571428571,270.6767857142857,3.414285714285714,273.34464285714284,82.64285714285714,6344.0,145.0,81.0,34.0,50.0,151.25,94.875
12297,11,ILE-DE-FRANCE,412,200606,2006-02-06,Hiver,272.0071428571428,4.901960784313726,69.81818181818181,273.0107142857143,3.2339285714285713,276.4232142857143,79.32142857142857,16250.0,345.0,145.0,81.0,34.0,245.75,139.75
12275,11,ILE-DE-FRANCE,208,200607,2006-02-13,Hiver,275.15,5.346153846153846,81.54545454545455,277.8718181818182,4.729090909090909,279.5081818181818,89.54545454545455,13473.584905660377,412.0,345.0,145.0,81.0,277.5,162.0
12253,11,ILE-DE-FRANCE,351,200608,2006-02-20,Hiver,274.43571428571425,6.907407407407407,95.54545454545456,272.9767857142857,4.6125,275.8392857142857,81.78571428571429,9592.592592592591,208.0,412.0,345.0,145.0,329.0,203.25
12231,11,ILE-DE-FRANCE,520,200609,2006-02-27,Hiver,269.72142857142853,4.803921568627451,67.23214285714286,271.4875,3.7767857142857144,274.6767857142857,79.76785714285714,17482.14285714286,351.0,208.0,412.0,345.0,372.75,262.0
12209,11,ILE-DE-FRANCE,314,200610,2006-03-06,Printemps,273.8642857142857,5.12962962962963,69.0909090909091,274.4857142857143,5.142857142857143,277.9517857142857,79.14285714285714,19163.636363636364,520.0,351.0,208.0,412.0,348.25,297.0
